freq,indic_ur,cities\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE2001I,DE062F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	95 	95 	95 	95 	95 	95 	: 	94 	93 	92 e	92 e	91 	: 	: 	90 
A,DE2001I,DE063F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	91 	92 	92 	92 	92 	92 	92 	93 	92 	: 	91 	90 	90 e	89 e	89 	: 	: 	87 
A,DE2001I,DE064F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	93 	93 	93 	93 	93 	93 	93 	93 	93 	: 	91 	90 	89 e	88 e	87 	: 	: 	86 
A,DE2001I,DE066F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	91 	91 	91 	91 	91 	91 	91 	93 	91 	: 	90 	89 	88 e	88 e	88 	: 	: 	92 
A,DE2001I,DE068F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99 	99 	99 	99 	98 	98 	98 	98 	99 	99 	: 	98 	97 	96 e	96 e	96 	: 	: 	: 
A,DE2001I,DE069F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	91 	91 	91 	91 	91 	91 	90 	91 	91 	: 	89 	88 	88 e	87 e	87 	: 	: 	84 
A,DE2001I,DE070F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	93 	93 	93 	93 	93 	93 	92 	94 	93 	: 	92 	91 	90 e	89 e	88 	: 	: 	93 
A,DE2001I,DE071F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	: 	98 	97 	96 e	96 e	96 	: 	: 	: 
A,DE2001I,DE074F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	94 	94 	94 	94 	96 	: 	95 	94 	93 e	92 e	92 	: 	: 	90 
A,DE2001I,DE075F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	97 	97 	97 	97 	98 	98 	: 	97 	96 	96 e	96 e	96 	: 	: 	: 
A,DE2001I,DE076F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	92 	92 	92 	92 	92 	92 	93 	93 	: 	92 	91 	90 e	89 e	89 	: 	: 	83 
A,DE2001I,DE078F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	94 	94 	94 	94 	96 	95 	: 	94 	93 	92 e	91 e	90 	: 	: 	84 
A,DE2001I,DE079F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	: 	97 	96 	95 e	94 e	94 	: 	: 	: 
A,DE2001I,DE081F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80 
A,DE2001I,DE083F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	94 	94 	94 	94 	94 	: 	93 	92 	92 e	91 e	91 	: 	: 	89 
A,DE2001I,DE084F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	95 	95 	95 	95 	95 	95 	: 	97 	: 	95 	93 	93 e	93 e	92 	: 	: 	90 
A,DE2001I,DE085F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 
A,DE2001I,DE086F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86 	87 	87 	87 	87 	87 	87 	87 	91 	89 	: 	88 	87 	87 e	86 e	85 	: 	: 	82 
A,DE2001I,DE087F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	87 	87 	87 	87 	87 	87 	87 	89 	89 	: 	88 	86 	85 e	84 e	84 	: 	: 	83 
A,DE2001I,DE089F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	94 	94 	95 	96 	95 	: 	94 	94 	93 e	92 e	92 	: 	: 	89 
A,DE2001I,DE091F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	92 	93 	93 	93 	93 	93 	93 	92 	: 	91 	90 	89 e	88 e	88 	: 	: 	87 
A,DE2001I,DE094F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86 	86 	86 	87 	87 	87 	87 	87 	88 	87 	: 	86 	85 	84 e	84 e	83 	: 	: 	83 
A,DE2001I,DE095F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	94 	94 	94 	97 	94 	: 	93 	91 	91 e	91 e	90 	: 	: 	91 
A,DE2001I,DE098F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	95 	95 	95 	94 	96 	95 	: 	95 	93 	93 e	92 e	92 	: 	: 	93 
A,DE2001I,DE100F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	89 	89 	89 	89 	89 	89 	88 	: 	89 	: 	88 	87 	86 e	86 e	86 	: 	: 	82 
A,DE2001I,DE101F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	93 	93 	93 	93 	93 	93 	93 	95 	94 	: 	93 	92 	91 e	91 e	91 	: 	: 	95 
A,DE2001I,DE102F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	93 	93 	93 	93 	93 	93 	93 	95 	95 	: 	94 	93 	93 e	92 e	92 	: 	: 	88 
A,DE2001I,DE104F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 
A,DE2001I,DE105F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	93 	93 	93 	93 	93 	93 	94 	94 	: 	93 	91 	90 e	90 e	89 	: 	: 	86 
A,DE2001I,DE107F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	87 	87 	87 	87 	87 	87 	87 	89 	87 	: 	86 	85 	84 e	83 e	83 	: 	: 	83 
A,DE2001I,DE108F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85 	85 	85 	86 	86 	86 	86 	86 	86 	86 	: 	85 	84 	83 e	83 e	82 	: 	: 	78 
A,DE2001I,DE110F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 	88 	88 	88 	88 	88 	88 	88 	90 	89 	: 	88 	86 	86 e	85 e	85 	: 	: 	84 
A,DE2001I,DE111F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	87 	87 	87 	87 	87 	87 	87 	89 	87 	: 	85 	84 	83 e	82 e	82 	: 	: 	78 
A,DE2001I,DE112F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	91 	91 	91 	91 	91 	91 	91 	92 	92 	: 	90 	89 	89 e	88 e	87 	: 	: 	91 
A,DE2001I,DE113F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	: 	98 	97 	97 e	96 e	96 	: 	: 	87 
A,DE2001I,DE115F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	88 	88 	88 	88 	88 	88 	88 	90 	88 	: 	87 	86 	85 e	85 e	84 	: 	: 	76 
A,DE2001I,DE117F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	97 	97 	97 	97 	99 	98 	: 	97 	96 	95 e	95 e	94 	: 	: 	: 
A,DE2001I,DE118F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	92 	92 	92 	92 	93 	93 	94 	94 	: 	93 	91 	91 e	91 e	90 	: 	: 	81 
A,DE2001I,DE120F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	94 	94 	94 	95 	95 	: 	94 	93 	93 e	92 e	92 	: 	: 	94 
A,DE2001I,DE122F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	98 	98 	98 	99 	99 	: 	98 	97 	97 e	97 e	97 	: 	: 	95 
A,DE2001I,DE123F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 
A,DE2001I,DE124F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84 	84 	84 	84 	85 	85 	85 	85 	: 	86 	: 	85 	83 	82 e	81 e	80 	: 	: 	79 
A,DE2001I,DE125F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	97 	96 	96 	96 	96 	96 	96 	96 	97 	: 	96 	94 	94 e	94 e	93 	: 	: 	92 
A,DE2001I,DE126F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90 	90 e	90 e	89 	: 	: 	96 
A,DE2001I,DE127F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	91 e	91 e	91 	: 	: 	108 
A,DE2001I,DK	: 	97 	97 	97 	96 	96 	96 	95 	95 	95 	95 	95 	95 	: 	95 	: 	: 	: 	: 	: 	: 	94 	94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,DK002F	: 	: 	97 	: 	: 	: 	96 	: 	: 	: 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,DK003F	: 	: 	98 	: 	: 	: 	97 	: 	: 	: 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,DK004F	: 	: 	98 	: 	: 	: 	98 	: 	: 	: 	: 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80 	: 	: 	: 	: 	: 	83 	83 	: 	84 	84 	: 	85 b	85 	85 	85 	85 b	85 	85 	: 	: 	: 	: 
A,DE2001I,EE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74 	: 	: 	: 	: 	76 	78 	79 	79 	79 	80 	: 	82 b	82 	82 	82 	81 b	81 	81 	81 	81 	81 	81 
A,DE2001I,EE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	: 	: 	: 	: 	93 	94 	94 	94 	94 	94 	95 b	95 b	95 	95 	95 	94 b	94 	94 b	93 	94 	94 	94 
A,DE2001I,EE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49 	50 
A,DE2001I,EL	: 	98 	98 	96 	97 	97 	99 	98 	: 	: 	: 	: 	: 	: 	93 	93 	93 	93 	93 	93 	: 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL001F	: 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,EL009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2001I,ES	: 	99 	99 	99 	99 	99 	98 	: 	97 	98 e	98 	96 	95 e	: 	93 	92 	91 	90 	89 	: 	88 	89 	88 	88 	89 	90 	90 	91 	90 	: 	: 	: 	: 
A,DE2001I,ES001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	88 	88 	87 	87 	86 	86 	86 
A,DE2001I,ES002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	87 	87 	86 	85 	84 	84 	84 
A,DE2001I,ES003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90 	90 	91 	90 	90 	89 	89 	88 
A,DE2001I,ES004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	97 	96 	96 	96 	96 	95 
A,DE2001I,ES005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90 	91 	90 	90 	89 	88 	89 	89 
A,DE2001I,ES006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90 	90 	90 	90 	90 	89 	89 	89 
A,DE2001I,ES007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	89 	89 	89 	88 	88 	88 	88 
A,DE2001I,ES008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	95 	94 	94 	94 
A,DE2001I,ES009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	96 	95 	95 	95 
A,DE2001I,ES010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84 	85 	85 	84 	84 	83 	83 	83 
A,DE2001I,ES011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	96 	96 	96 	96 
A,DE2001I,ES012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	92 	91 	91 	90 	90 	90 	90 
A,DE2001I,ES013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	95 	94 	94 	94 
A,DE2001I,ES014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	92 	91 	91 	90 	90 	90 
A,DE2001I,ES015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	94 	93 	93 	93 
A,DE2001I,ES016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	93 	92 	92 	91 	91 	91 
A,DE2001I,ES017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	97 	97 	97 	97 
A,DE2001I,ES018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	89 	90 	90 	89 	89 	88 	88 
A,DE2001I,ES019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	94 	93 	92 	92 	92 
A,DE2001I,ES020F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	97 	97 	98 
A,DE2001I,ES021F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	88 	89 	88 	87 	86 	86 	86 
A,DE2001I,ES022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	96 	95 	95 	95 
A,DE2001I,ES023F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	95 	95 	95 	95 
A,DE2001I,ES024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	94 	94 	94 	94 
A,DE2001I,ES025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	95 	95 	95 	94 
A,DE2001I,ES026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85 	85 	86 	86 	85 	84 	84 	84 
A,DE2001I,ES028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	95 	95 	95 	94 
A,DE2001I,ES030F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81 	81 	81 	81 	80 	79 	79 	79 
A,DE2001I,ES031F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	97 	97 	97 
A,DE2001I,ES032F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 	60 	61 	61 	60 	59 	60 	60 
A,DE2001I,ES033F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 
A,DE2001I,ES034F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	97 	97 	96 	96 
A,DE2001I,ES035F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	93 	94 	93 	93 	92 	92 	92 
A,DE2001I,ES036F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	96 	95 	95 	95 
A,DE2001I,ES037F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	98 	98 	98 	97 
A,DE2001I,ES038F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97 	97 	97 	97 	97 	96 	96 	96 
A,DE2001I,ES039F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 
A,DE2001I,ES040F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83 	84 	84 	84 	84 	83 	83 	83 
A,DE2001I,ES041F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	89 	89 	88 	88 	87 	87 	86 
A,DE2001I,ES042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 	89 	89 	88 	87 	86 	86 	86 
A,DE2001I,ES043F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	96 	95 	95 	95 
A,DE2001I,ES044F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	69 	71 	70 	69 	69 	69 	69 
A,DE2001I,ES045F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85 	86 
A,DE2001I,ES046F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	96 	96 	96 	96 	96 	96 	96 
A,DE2001I,ES047F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96 	97 	97 	97 	97 	97 	97 	97 
A,DE2001I,ES049F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 
A,DE2001I,ES051F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 
A,DE2001I,ES053F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	92 	92 	91 	91 	90 	90 	90 
A,DE2001I,ES055F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83 	84 	84 	83 	82 	81 	82 	82 
A,DE2001I,ES056F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 
A,DE2001I,ES057F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	87 
A,DE2001I,ES059F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	95 	95 	95 	95 	94 	94 	94 
A,DE2001I,ES060F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89 	90 	90 	89 	89 	88 	88 	87 
A,DE2001I,ES061F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 	89 	89 	89 	89 	89 	89 	89 
A,DE2001I,ES062F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98 	98 	98 	98 	97 	97 	97 	97 
A,DE2001I,ES063F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	94 	94 	93 	93 	92 	92 	92 
A,DE2001I,ES065F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	91 	91 	91 	90 	89 	89 	90 
A,DE2001I,ES066F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93 	94 	94 	94 	93 	93 	93 	93 
